scenario_id,time_step,obstacle_id,is_dynamic,pos_x,pos_y,radius
1,7,0,False,2.0,2.5,0.6
1,7,1,False,4.0,5.5,0.7
1,7,2,False,7.5,4.0,0.6
1,7,3,True,3.6939,3.2985,0.5
1,7,4,True,5.5991,3.9509,0.5
1,7,5,True,2.7141,5.524,0.5
1,7,6,True,6.9922,6.3772,0.5
1,7,7,True,5.398,2.0269,0.5
1,8,0,False,2.0,2.5,0.6
1,8,1,False,4.0,5.5,0.7
1,8,2,False,7.5,4.0,0.6
1,8,3,True,3.7456,3.2174,0.5
1,8,4,True,5.5909,3.8437,0.5
1,8,5,True,2.5913,5.5043,0.5
1,8,6,True,6.981,6.309,0.5
1,8,7,True,5.3976,1.9709,0.5
1,9,0,False,2.0,2.5,0.6
1,9,1,False,4.0,5.5,0.7
1,9,2,False,7.5,4.0,0.6
1,9,3,True,3.7806,3.1314,0.5
1,9,4,True,5.5742,3.7387,0.5
1,9,5,True,2.4656,5.5006,0.5
1,9,6,True,6.965,6.2427,0.5
1,9,7,True,5.3797,1.9155,0.5
1,10,0,False,2.0,2.5,0.6
1,10,1,False,4.0,5.5,0.7
1,10,2,False,7.5,4.0,0.6
1,10,3,True,3.798,3.0424,0.5
1,10,4,True,5.5492,3.6375,0.5
1,10,5,True,2.341,5.5131,0.5
1,10,6,True,6.9443,6.179,0.5
1,10,7,True,5.3446,1.8618,0.5
1,11,0,False,2.0,2.5,0.6
1,11,1,False,4.0,5.5,0.7
1,11,2,False,7.5,4.0,0.6
1,11,3,True,3.7975,2.9525,0.5
1,11,4,True,5.5163,3.5415,0.5
1,11,5,True,2.2215,5.5413,0.5
1,11,6,True,6.9192,6.1185,0.5
1,11,7,True,5.2929,1.8108,0.5
1,12,0,False,2.0,2.5,0.6
1,12,1,False,4.0,5.5,0.7
1,12,2,False,7.5,4.0,0.6
1,12,3,True,3.7791,2.8637,0.5
1,12,4,True,5.476,3.452,0.5
1,12,5,True,2.111,5.5843,0.5
1,12,6,True,6.8899,6.0618,0.5
1,12,7,True,5.2257,1.7634,0.5
1,13,0,False,2.0,2.5,0.6
1,13,1,False,4.0,5.5,0.7
1,13,2,False,7.5,4.0,0.6
1,13,3,True,3.7432,2.7779,0.5
1,13,4,True,5.4288,3.3705,0.5
1,13,5,True,2.0131,5.6408,0.5
1,13,6,True,6.8567,6.0095,0.5
1,13,7,True,5.1444,1.7207,0.5
1,14,0,False,2.0,2.5,0.6
1,14,1,False,4.0,5.5,0.7
1,14,2,False,7.5,4.0,0.6
1,14,3,True,3.6906,2.6971,0.5
1,14,4,True,5.3755,3.298,0.5
1,14,5,True,1.9309,5.7088,0.5
1,14,6,True,6.82,5.9621,0.5
1,14,7,True,5.0504,1.6835,0.5
1,15,0,False,2.0,2.5,0.6
1,15,1,False,4.0,5.5,0.7
1,15,2,False,7.5,4.0,0.6
1,15,3,True,3.6225,2.6231,0.5
1,15,4,True,5.3168,3.2357,0.5
1,15,5,True,1.8671,5.7863,0.5
1,15,6,True,6.78,5.9201,0.5
1,15,7,True,4.9456,1.6525,0.5
1,16,0,False,2.0,2.5,0.6
1,16,1,False,4.0,5.5,0.7
1,16,2,False,7.5,4.0,0.6
1,16,3,True,3.5404,2.5576,0.5
1,16,4,True,5.2535,3.1843,0.5
1,16,5,True,1.8238,5.8707,0.5
1,16,6,True,6.7372,5.8838,0.5
1,16,7,True,4.8322,1.6282,0.5
1,17,0,False,2.0,2.5,0.6
1,17,1,False,4.0,5.5,0.7
1,17,2,False,7.5,4.0,0.6
1,17,3,True,3.4461,2.502,0.5
1,17,4,True,5.1866,3.1446,0.5
1,17,5,True,1.8023,5.9592,0.5
1,17,6,True,6.6921,5.8537,0.5
1,17,7,True,4.7122,1.6113,0.5
1,18,0,False,2.0,2.5,0.6
1,18,1,False,4.0,5.5,0.7
1,18,2,False,7.5,4.0,0.6
1,18,3,True,3.3419,2.4576,0.5
1,18,4,True,5.117,3.1173,0.5
1,18,5,True,1.8034,6.0491,0.5
1,18,6,True,6.6451,5.8301,0.5
1,18,7,True,4.5881,1.6019,0.5
1,19,0,False,2.0,2.5,0.6
1,19,1,False,4.0,5.5,0.7
1,19,2,False,7.5,4.0,0.6
1,19,3,True,3.23,2.4253,0.5
1,19,4,True,5.0457,3.1026,0.5
1,19,5,True,1.827,6.1374,0.5
1,19,6,True,6.5966,5.8132,0.5
1,19,7,True,4.4622,1.6004,0.5
1,20,0,False,2.0,2.5,0.6
1,20,1,False,4.0,5.5,0.7
1,20,2,False,7.5,4.0,0.6
1,20,3,True,3.1129,2.406,0.5
1,20,4,True,4.9737,3.1009,0.5
1,20,5,True,1.8723,6.2213,0.5
1,20,6,True,6.5471,5.8031,0.5
1,20,7,True,4.3371,1.6066,0.5
1,21,0,False,2.0,2.5,0.6
1,21,1,False,4.0,5.5,0.7
1,21,2,False,7.5,4.0,0.6
1,21,3,True,2.9933,2.4,0.5
1,21,4,True,4.9022,3.112,0.5
1,21,5,True,1.9379,6.298,0.5
1,21,6,True,6.4972,5.8,0.5
1,21,7,True,4.2152,1.6206,0.5
1,22,0,False,2.0,2.5,0.6
1,22,1,False,4.0,5.5,0.7
1,22,2,False,7.5,4.0,0.6
1,22,3,True,2.8738,2.4075,0.5
1,22,4,True,4.832,3.136,0.5
1,22,5,True,2.0216,6.365,0.5
1,22,6,True,6.4473,5.8039,0.5
1,22,7,True,4.0988,1.6419,0.5
1,23,0,False,2.0,2.5,0.6
1,23,1,False,4.0,5.5,0.7
1,23,2,False,7.5,4.0,0.6
1,23,3,True,2.7572,2.4283,0.5
1,23,4,True,4.7642,3.1724,0.5
1,23,5,True,2.1209,6.4203,0.5
1,23,6,True,6.3979,5.8147,0.5
1,23,7,True,3.9903,1.6703,0.5
1,24,0,False,2.0,2.5,0.6
1,24,1,False,4.0,5.5,0.7
1,24,2,False,7.5,4.0,0.6
1,24,3,True,2.646,2.4619,0.5
1,24,4,True,4.6999,3.2207,0.5
1,24,5,True,2.2323,6.462,0.5
1,24,6,True,6.3496,5.8324,0.5
1,24,7,True,3.8918,1.7052,0.5
1,25,0,False,2.0,2.5,0.6
1,25,1,False,4.0,5.5,0.7
1,25,2,False,7.5,4.0,0.6
1,25,3,True,2.5428,2.5077,0.5
1,25,4,True,4.6399,3.2802,0.5
1,25,5,True,2.3524,6.4888,0.5
1,25,6,True,6.3027,5.8568,0.5
1,25,7,True,3.8052,1.7458,0.5
1,26,0,False,2.0,2.5,0.6
1,26,1,False,4.0,5.5,0.7
1,26,2,False,7.5,4.0,0.6
1,26,3,True,2.4498,2.5644,0.5
1,26,4,True,4.585,3.35,0.5
1,26,5,True,2.4773,6.4997,0.5
1,26,6,True,6.2578,5.8876,0.5
1,26,7,True,3.7322,1.7913,0.5
1,27,0,False,2.0,2.5,0.6
1,27,1,False,4.0,5.5,0.7
1,27,2,False,7.5,4.0,0.6
1,27,3,True,2.3692,2.631,0.5
1,27,4,True,4.5361,3.4292,0.5
1,27,5,True,2.603,6.4946,0.5
1,27,6,True,6.2154,5.9245,0.5
1,27,7,True,3.6742,1.841,0.5
1,28,0,False,2.0,2.5,0.6
1,28,1,False,4.0,5.5,0.7
1,28,2,False,7.5,4.0,0.6
1,28,3,True,2.3027,2.7058,0.5
1,28,4,True,4.4939,3.5166,0.5
1,28,5,True,2.7252,6.4734,0.5
1,28,6,True,6.1758,5.9671,0.5
1,28,7,True,3.6323,1.8938,0.5
1,29,0,False,2.0,2.5,0.6
1,29,1,False,4.0,5.5,0.7
1,29,2,False,7.5,4.0,0.6
1,29,3,True,2.252,2.7873,0.5
1,29,4,True,4.4589,3.611,0.5
1,29,5,True,2.8403,6.437,0.5
1,29,6,True,6.1394,6.0151,0.5
1,29,7,True,3.6075,1.9486,0.5
1,30,0,False,2.0,2.5,0.6
1,30,1,False,4.0,5.5,0.7
1,30,2,False,7.5,4.0,0.6
1,30,3,True,2.218,2.8735,0.5
1,30,4,True,4.4318,3.7109,0.5
1,30,5,True,2.9443,6.3864,0.5
1,30,6,True,6.1066,6.068,0.5
1,30,7,True,3.6001,2.0045,0.5
1,31,0,False,2.0,2.5,0.6
1,31,1,False,4.0,5.5,0.7
1,31,2,False,7.5,4.0,0.6
1,31,3,True,2.2016,2.9626,0.5
1,31,4,True,4.4128,3.815,0.5
1,31,5,True,3.034,6.3233,0.5
1,31,6,True,6.0778,6.1251,0.5
1,31,7,True,3.6103,2.0603,0.5
1,32,0,False,2.0,2.5,0.6
1,32,1,False,4.0,5.5,0.7
1,32,2,False,7.5,4.0,0.6
1,32,3,True,2.2031,3.0525,0.5
1,32,4,True,4.4023,3.9218,0.5
1,32,5,True,3.1064,6.2498,0.5
1,32,6,True,6.0531,6.186,0.5
1,32,7,True,3.6379,2.1148,0.5
1,33,0,False,2.0,2.5,0.6
1,33,1,False,4.0,5.5,0.7
1,33,2,False,7.5,4.0,0.6
1,33,3,True,2.2225,3.1412,0.5
1,33,4,True,4.4003,4.0297,0.5
1,33,5,True,3.1592,6.1682,0.5
1,33,6,True,6.033,6.25,0.5
1,33,7,True,3.6824,2.1672,0.5
1,34,0,False,2.0,2.5,0.6
1,34,1,False,4.0,5.5,0.7
1,34,2,False,7.5,4.0,0.6
1,34,3,True,2.2593,3.2268,0.5
1,34,4,True,4.407,4.1372,0.5
1,34,5,True,3.1907,6.0812,0.5
1,34,6,True,6.0175,6.3165,0.5
1,34,7,True,3.7429,2.2163,0.5
1,35,0,False,2.0,2.5,0.6
1,35,1,False,4.0,5.5,0.7
1,35,2,False,7.5,4.0,0.6
1,35,3,True,2.3129,3.3073,0.5
1,35,4,True,4.4222,4.2427,0.5
1,35,5,True,3.1999,5.9916,0.5
1,35,6,True,6.0068,6.3849,0.5
1,35,7,True,3.8182,2.2611,0.5
1,36,0,False,2.0,2.5,0.6
1,36,1,False,4.0,5.5,0.7
1,36,2,False,7.5,4.0,0.6
1,36,3,True,2.3818,3.3808,0.5
1,36,4,True,4.4457,4.3447,0.5
1,36,5,True,3.1865,5.9022,0.5
1,36,6,True,6.0011,6.4544,0.5
1,36,7,True,3.9068,2.3008,0.5
1,37,0,False,2.0,2.5,0.6
1,37,1,False,4.0,5.5,0.7
1,37,2,False,7.5,4.0,0.6
1,37,3,True,2.4646,3.4458,0.5
1,37,4,True,4.4772,4.4417,0.5
1,37,5,True,3.1509,5.816,0.5
1,37,6,True,6.0003,6.5244,0.5
1,37,7,True,4.0071,2.3347,0.5
1,38,0,False,2.0,2.5,0.6
1,38,1,False,4.0,5.5,0.7
1,38,2,False,7.5,4.0,0.6
1,38,3,True,2.5595,3.5008,0.5
1,38,4,True,4.5162,4.5324,0.5
1,38,5,True,3.0943,5.7358,0.5
1,38,6,True,6.0045,6.5941,0.5
1,38,7,True,4.117,2.362,0.5
1,39,0,False,2.0,2.5,0.6
1,39,1,False,4.0,5.5,0.7
1,39,2,False,7.5,4.0,0.6
1,39,3,True,2.6642,3.5446,0.5
1,39,4,True,4.5622,4.6155,0.5
1,39,5,True,3.0184,5.664,0.5
1,39,6,True,6.0137,6.6629,0.5
1,39,7,True,4.2344,2.3822,0.5
1,40,0,False,2.0,2.5,0.6
1,40,1,False,4.0,5.5,0.7
1,40,2,False,7.5,4.0,0.6
1,40,3,True,2.7765,3.5761,0.5
1,40,4,True,4.6145,4.6896,0.5
1,40,5,True,2.9258,5.6032,0.5
1,40,6,True,6.0278,6.73,0.5
1,40,7,True,4.357,2.3949,0.5
1,41,0,False,2.0,2.5,0.6
1,41,1,False,4.0,5.5,0.7
1,41,2,False,7.5,4.0,0.6
1,41,3,True,2.8938,3.5947,0.5
1,41,4,True,4.6723,4.7539,0.5
1,41,5,True,2.8195,5.5551,0.5
1,41,6,True,6.0465,6.7949,0.5
1,41,7,True,4.4824,2.3999,0.5
1,42,0,False,2.0,2.5,0.6
1,42,1,False,4.0,5.5,0.7
1,42,2,False,7.5,4.0,0.6
1,42,3,True,3.0135,3.5999,0.5
1,42,4,True,4.7348,4.8073,0.5
1,42,5,True,2.7028,5.5215,0.5
1,42,6,True,6.0698,6.8568,0.5
1,42,7,True,4.6081,2.3971,0.5
1,43,0,False,2.0,2.5,0.6
1,43,1,False,4.0,5.5,0.7
1,43,2,False,7.5,4.0,0.6
1,43,3,True,3.1328,3.5917,0.5
1,43,4,True,4.8012,4.8491,0.5
1,43,5,True,2.5796,5.5032,0.5
1,43,6,True,6.0974,6.9151,0.5
1,43,7,True,4.7317,2.3865,0.5
1,44,0,False,2.0,2.5,0.6
1,44,1,False,4.0,5.5,0.7
1,44,2,False,7.5,4.0,0.6
1,44,3,True,3.2492,3.5701,0.5
1,44,4,True,4.8704,4.8787,0.5
1,44,5,True,2.4538,5.5011,0.5
1,44,6,True,6.129,6.9693,0.5
1,44,7,True,4.8508,2.3684,0.5
1,45,0,False,2.0,2.5,0.6
1,45,1,False,4.0,5.5,0.7
1,45,2,False,7.5,4.0,0.6
1,45,3,True,3.36,3.5358,0.5
1,45,4,True,4.9414,4.8957,0.5
1,45,5,True,2.3295,5.5151,0.5
1,45,6,True,6.1643,7.0188,0.5
1,45,7,True,4.963,2.343,0.5
1,46,0,False,2.0,2.5,0.6
1,46,1,False,4.0,5.5,0.7
1,46,2,False,7.5,4.0,0.6
1,46,3,True,3.4628,3.4894,0.5
1,46,4,True,5.0133,4.8998,0.5
1,46,5,True,2.2107,5.5447,0.5
1,46,6,True,6.203,7.0631,0.5
1,46,7,True,5.0662,2.3109,0.5
1,47,0,False,2.0,2.5,0.6
1,47,1,False,4.0,5.5,0.7
1,47,2,False,7.5,4.0,0.6
1,47,3,True,3.5551,3.4321,0.5
1,47,4,True,5.085,4.8909,0.5
1,47,5,True,2.1013,5.589,0.5
1,47,6,True,6.2447,7.1018,0.5
1,47,7,True,5.1583,2.2728,0.5
1,48,0,False,2.0,2.5,0.6
1,48,1,False,4.0,5.5,0.7
1,48,2,False,7.5,4.0,0.6
1,48,3,True,3.6349,3.365,0.5
1,48,4,True,5.1555,4.8692,0.5
1,48,5,True,2.0047,5.6467,0.5
1,48,6,True,6.2888,7.1345,0.5
1,48,7,True,5.2375,2.2293,0.5
1,49,0,False,2.0,2.5,0.6
1,49,1,False,4.0,5.5,0.7
1,49,2,False,7.5,4.0,0.6
1,49,3,True,3.7005,3.2897,0.5
1,49,4,True,5.2238,4.8351,0.5
1,49,5,True,1.9242,5.7157,0.5
1,49,6,True,6.3351,7.1609,0.5
1,49,7,True,5.3023,2.1813,0.5
1,50,0,False,2.0,2.5,0.6
1,50,1,False,4.0,5.5,0.7
1,50,2,False,7.5,4.0,0.6
1,50,3,True,3.7504,3.208,0.5
1,50,4,True,5.2888,4.7889,0.5
1,50,5,True,1.8622,5.7939,0.5
1,50,6,True,6.3831,7.1806,0.5
1,50,7,True,5.3513,2.1298,0.5
1,51,0,False,2.0,2.5,0.6
1,51,1,False,4.0,5.5,0.7
1,51,2,False,7.5,4.0,0.6
1,51,3,True,3.7834,3.1215,0.5
1,51,4,True,5.3497,4.7313,0.5
1,51,5,True,1.8209,5.8788,0.5
1,51,6,True,6.4322,7.1935,0.5
1,51,7,True,5.3837,2.0757,0.5
1,52,0,False,2.0,2.5,0.6
1,52,1,False,4.0,5.5,0.7
1,52,2,False,7.5,4.0,0.6
1,52,3,True,3.7988,3.0324,0.5
1,52,4,True,5.4056,4.6633,0.5
1,52,5,True,1.8015,5.9676,0.5
1,52,6,True,6.482,7.1995,0.5
1,52,7,True,5.3989,2.0201,0.5
1,53,0,False,2.0,2.5,0.6
1,53,1,False,4.0,5.5,0.7
1,53,2,False,7.5,4.0,0.6
1,53,3,True,3.7963,2.9425,0.5
1,53,4,True,5.4556,4.5857,0.5
1,53,5,True,1.8046,6.0575,0.5
1,53,6,True,6.532,7.1986,0.5
1,53,7,True,5.3964,1.9642,0.5
1,54,0,False,2.0,2.5,0.6
1,54,1,False,4.0,5.5,0.7
1,54,2,False,7.5,4.0,0.6
1,54,3,True,3.7759,2.8539,0.5
1,54,4,True,5.499,4.4997,0.5
1,54,5,True,1.8303,6.1455,0.5
1,54,6,True,6.5816,7.1906,0.5
1,54,7,True,5.3764,1.909,0.5
1,55,0,False,2.0,2.5,0.6
1,55,1,False,4.0,5.5,0.7
1,55,2,False,7.5,4.0,0.6
1,55,3,True,3.7381,2.7686,0.5
1,55,4,True,5.5353,4.4065,0.5
1,55,5,True,1.8776,6.2288,0.5
1,55,6,True,6.6305,7.1757,0.5
1,55,7,True,5.3392,1.8555,0.5
1,56,0,False,2.0,2.5,0.6
1,56,1,False,4.0,5.5,0.7
1,56,2,False,7.5,4.0,0.6
1,56,3,True,3.6837,2.6884,0.5
1,56,4,True,5.5639,4.3074,0.5
1,56,5,True,1.945,6.3047,0.5
1,56,6,True,6.678,7.1541,0.5
1,56,7,True,5.2856,1.8049,0.5
1,57,0,False,2.0,2.5,0.6
1,57,1,False,4.0,5.5,0.7
1,57,2,False,7.5,4.0,0.6
1,57,3,True,3.6139,2.6153,0.5
1,57,4,True,5.5844,4.2039,0.5
1,57,5,True,2.0303,6.3707,0.5
1,57,6,True,6.7238,7.126,0.5
1,57,7,True,5.2167,1.758,0.5
1,58,0,False,2.0,2.5,0.6
1,58,1,False,4.0,5.5,0.7
1,58,2,False,7.5,4.0,0.6
1,58,3,True,3.5304,2.5508,0.5
1,58,4,True,5.5965,4.0975,0.5
1,58,5,True,2.1308,6.4248,0.5
1,58,6,True,6.7673,7.0916,0.5
1,58,7,True,5.1337,1.716,0.5
1,59,0,False,2.0,2.5,0.6
1,59,1,False,4.0,5.5,0.7
1,59,2,False,7.5,4.0,0.6
1,59,3,True,3.4349,2.4964,0.5
1,59,4,True,5.6,3.9897,0.5
1,59,5,True,2.2432,6.4651,0.5
1,59,6,True,6.8081,7.0513,0.5
1,59,7,True,5.0383,1.6794,0.5
1,60,0,False,2.0,2.5,0.6
1,60,1,False,4.0,5.5,0.7
1,60,2,False,7.5,4.0,0.6
1,60,3,True,3.3297,2.4533,0.5
1,60,4,True,5.5948,3.8821,0.5
1,60,5,True,2.364,6.4905,0.5
1,60,6,True,6.8459,7.0054,0.5
1,60,7,True,4.9324,1.6492,0.5
1,61,0,False,2.0,2.5,0.6
1,61,1,False,4.0,5.5,0.7
1,61,2,False,7.5,4.0,0.6
1,61,3,True,3.2171,2.4225,0.5
1,61,4,True,5.5811,3.7761,0.5
1,61,5,True,2.4891,6.4999,0.5
1,61,6,True,6.8802,6.9546,0.5
1,61,7,True,4.818,1.6258,0.5
1,62,0,False,2.0,2.5,0.6
1,62,1,False,4.0,5.5,0.7
1,62,2,False,7.5,4.0,0.6
1,62,3,True,3.0996,2.4047,0.5
1,62,4,True,5.5591,3.6734,0.5
1,62,5,True,2.6146,6.4933,0.5
1,62,6,True,6.9107,6.8992,0.5
1,62,7,True,4.6974,1.6097,0.5
1,63,0,False,2.0,2.5,0.6
1,63,1,False,4.0,5.5,0.7
1,63,2,False,7.5,4.0,0.6
1,63,3,True,2.9798,2.4002,0.5
1,63,4,True,5.529,3.5753,0.5
1,63,5,True,2.7364,6.4706,0.5
1,63,6,True,6.9372,6.8398,0.5
1,63,7,True,4.573,1.6013,0.5
1,64,0,False,2.0,2.5,0.6
1,64,1,False,4.0,5.5,0.7
1,64,2,False,7.5,4.0,0.6
1,64,3,True,2.8605,2.4092,0.5
1,64,4,True,5.4913,3.4834,0.5
1,64,5,True,2.8505,6.4328,0.5
1,64,6,True,6.9592,6.777,0.5
1,64,7,True,4.4471,1.6007,0.5
1,65,0,False,2.0,2.5,0.6
1,65,1,False,4.0,5.5,0.7
1,65,2,False,7.5,4.0,0.6
1,65,3,True,2.7444,2.4315,0.5
1,65,4,True,5.4465,3.3989,0.5
1,65,5,True,2.9533,6.381,0.5
1,65,6,True,6.9767,6.7114,0.5
1,65,7,True,4.3222,1.6079,0.5
1,66,0,False,2.0,2.5,0.6
1,66,1,False,4.0,5.5,0.7
1,66,2,False,7.5,4.0,0.6
1,66,3,True,2.634,2.4665,0.5
1,66,4,True,5.3954,3.323,0.5
1,66,5,True,3.0415,6.3169,0.5
1,66,6,True,6.9893,6.6437,0.5
1,66,7,True,4.2009,1.6227,0.5
1,67,0,False,2.0,2.5,0.6
1,67,1,False,4.0,5.5,0.7
1,67,2,False,7.5,4.0,0.6
1,67,3,True,2.5318,2.5135,0.5
1,67,4,True,5.3385,3.2569,0.5
1,67,5,True,3.1122,6.2425,0.5
1,67,6,True,6.9972,6.5746,0.5
1,67,7,True,4.0853,1.645,0.5
1,68,0,False,2.0,2.5,0.6
1,68,1,False,4.0,5.5,0.7
1,68,2,False,7.5,4.0,0.6
1,68,3,True,2.4401,2.5714,0.5
1,68,4,True,5.2767,3.2014,0.5
1,68,5,True,3.163,6.1603,0.5
1,68,6,True,7.0,6.5047,0.5
1,68,7,True,3.9779,1.6742,0.5
1,69,0,False,2.0,2.5,0.6
1,69,1,False,4.0,5.5,0.7
1,69,2,False,7.5,4.0,0.6
1,69,3,True,2.361,2.639,0.5
1,69,4,True,5.211,3.1575,0.5
1,69,5,True,3.1925,6.0729,0.5
1,69,6,True,6.9978,6.4348,0.5
1,69,7,True,3.8807,1.7097,0.5
1,70,0,False,2.0,2.5,0.6
1,70,1,False,4.0,5.5,0.7
1,70,2,False,7.5,4.0,0.6
1,70,3,True,2.2962,2.7147,0.5
1,70,4,True,5.1423,3.1257,0.5
1,70,5,True,3.1996,5.9832,0.5
1,70,6,True,6.9907,6.3656,0.5
1,70,7,True,3.7957,1.751,0.5
1,71,0,False,2.0,2.5,0.6
1,71,1,False,4.0,5.5,0.7
1,71,2,False,7.5,4.0,0.6
1,71,3,True,2.2473,2.7968,0.5
1,71,4,True,5.0715,3.1064,0.5
1,71,5,True,3.1841,5.894,0.5
1,71,6,True,6.9787,6.2977,0.5
1,71,7,True,3.7244,1.7971,0.5
1,72,0,False,2.0,2.5,0.6
1,72,1,False,4.0,5.5,0.7
1,72,2,False,7.5,4.0,0.6
1,72,3,True,2.2153,2.8834,0.5
1,72,4,True,4.9996,3.1,0.5
1,72,5,True,3.1465,5.8082,0.5
1,72,6,True,6.9618,6.2318,0.5
1,72,7,True,3.6683,1.8472,0.5
1,73,0,False,2.0,2.5,0.6
1,73,1,False,4.0,5.5,0.7
1,73,2,False,7.5,4.0,0.6
1,73,3,True,2.2008,2.9727,0.5
1,73,4,True,4.9278,3.1065,0.5
1,73,5,True,3.088,5.7287,0.5
1,73,6,True,6.9404,6.1686,0.5
1,73,7,True,3.6284,1.9003,0.5
1,74,0,False,2.0,2.5,0.6
1,74,1,False,4.0,5.5,0.7
1,74,2,False,7.5,4.0,0.6
1,74,3,True,2.2044,3.0625,0.5
1,74,4,True,4.857,3.1259,0.5
1,74,5,True,3.0104,5.6579,0.5
1,74,6,True,6.9146,6.1087,0.5
1,74,7,True,3.6056,1.9553,0.5
1,75,0,False,2.0,2.5,0.6
1,75,1,False,4.0,5.5,0.7
1,75,2,False,7.5,4.0,0.6
1,75,3,True,2.2258,3.151,0.5
1,75,4,True,4.7883,3.1579,0.5
1,75,5,True,2.9164,5.5981,0.5
1,75,6,True,6.8846,6.0527,0.5
1,75,7,True,3.6004,2.0112,0.5
1,76,0,False,2.0,2.5,0.6
1,76,1,False,4.0,5.5,0.7
1,76,2,False,7.5,4.0,0.6
1,76,3,True,2.2645,3.2361,0.5
1,76,4,True,4.7226,3.202,0.5
1,76,5,True,2.809,5.5513,0.5
1,76,6,True,6.8508,6.0012,0.5
1,76,7,True,3.6127,2.0669,0.5
1,77,0,False,2.0,2.5,0.6
1,77,1,False,4.0,5.5,0.7
1,77,2,False,7.5,4.0,0.6
1,77,3,True,2.3198,3.3159,0.5
1,77,4,True,4.6609,3.2575,0.5
1,77,5,True,2.6915,5.5191,0.5
1,77,6,True,6.8135,5.9546,0.5
1,77,7,True,3.6424,2.1213,0.5
1,78,0,False,2.0,2.5,0.6
1,78,1,False,4.0,5.5,0.7
1,78,2,False,7.5,4.0,0.6
1,78,3,True,2.3904,3.3886,0.5
1,78,4,True,4.6041,3.3237,0.5
1,78,5,True,2.5679,5.5024,0.5
1,78,6,True,6.773,5.9135,0.5
1,78,7,True,3.6888,2.1733,0.5
1,79,0,False,2.0,2.5,0.6
1,79,1,False,4.0,5.5,0.7
1,79,2,False,7.5,4.0,0.6
1,79,3,True,2.4747,3.4525,0.5
1,79,4,True,4.553,3.3997,0.5
1,79,5,True,2.4421,5.5017,0.5
1,79,6,True,6.7298,5.8783,0.5
1,79,7,True,3.7512,2.2219,0.5
1,80,0,False,2.0,2.5,0.6
1,80,1,False,4.0,5.5,0.7
1,80,2,False,7.5,4.0,0.6
1,80,3,True,2.5707,3.5063,0.5
1,80,4,True,4.5083,3.4843,0.5
1,80,5,True,2.3181,5.5172,0.5
1,80,6,True,6.6843,5.8493,0.5
1,80,7,True,3.8282,2.2662,0.5
1,81,0,False,2.0,2.5,0.6
1,81,1,False,4.0,5.5,0.7
1,81,2,False,7.5,4.0,0.6
1,81,3,True,2.6764,3.5487,0.5
1,81,4,True,4.4707,3.5763,0.5
1,81,5,True,2.2,5.5482,0.5
1,81,6,True,6.637,5.8268,0.5
1,81,7,True,3.9183,2.3052,0.5
1,82,0,False,2.0,2.5,0.6
1,82,1,False,4.0,5.5,0.7
1,82,2,False,7.5,4.0,0.6
1,82,3,True,2.7894,3.5788,0.5
